id,name,score1,score2
5416,Student_5416,94,50
5417,Student_5417,68,75
5418,Student_5418,97,86
5419,Student_5419,66,95
5420,Student_5420,81,61
5421,Student_5421,82,94
5422,Student_5422,63,99
5423,Student_5423,68,90
5424,Student_5424,68,78
5425,Student_5425,77,68
5426,Student_5426,71,65
5427,Student_5427,80,72
5428,Student_5428,72,74
5429,Student_5429,59,70
5430,Student_5430,67,73
5431,Student_5431,87,94
5432,Student_5432,91,51
5433,Student_5433,96,81
5434,Student_5434,96,76
5435,Student_5435,56,65
5436,Student_5436,86,60
5437,Student_5437,58,82
5438,Student_5438,51,81
5439,Student_5439,83,97
5440,Student_5440,66,91
5441,Student_5441,70,90
5442,Student_5442,62,94
5443,Student_5443,81,91
5444,Student_5444,72,89
5445,Student_5445,73,86
5446,Student_5446,56,77
5447,Student_5447,86,66
5448,Student_5448,96,55
5449,Student_5449,78,57
5450,Student_5450,67,96
5451,Student_5451,83,97
5452,Student_5452,81,67
5453,Student_5453,57,56
5454,Student_5454,70,52
5455,Student_5455,86,80
5456,Student_5456,68,90
5457,Student_5457,97,68
5458,Student_5458,69,86
5459,Student_5459,80,68
5460,Student_5460,75,86
5461,Student_5461,65,74
5462,Student_5462,73,77
5463,Student_5463,84,87
5464,Student_5464,54,57
5465,Student_5465,64,75
5466,Student_5466,79,64
5467,Student_5467,70,73
5468,Student_5468,73,100
5469,Student_5469,75,58
5470,Student_5470,82,72
5471,Student_5471,74,72
5472,Student_5472,54,82
5473,Student_5473,52,84
5474,Student_5474,80,58
5475,Student_5475,74,78
5476,Student_5476,70,57
5477,Student_5477,86,86
5478,Student_5478,92,50
5479,Student_5479,74,76
5480,Student_5480,57,77
5481,Student_5481,90,53
5482,Student_5482,62,62
5483,Student_5483,88,57
5484,Student_5484,85,58
5485,Student_5485,64,52
5486,Student_5486,86,50
5487,Student_5487,88,84
5488,Student_5488,81,68
5489,Student_5489,81,100
5490,Student_5490,86,89
5491,Student_5491,74,50
5492,Student_5492,53,77
5493,Student_5493,90,79
5494,Student_5494,72,78
5495,Student_5495,97,82
5496,Student_5496,94,92
5497,Student_5497,58,54
5498,Student_5498,66,76
5499,Student_5499,77,66
5500,Student_5500,94,80
5501,Student_5501,60,60
5502,Student_5502,71,61
5503,Student_5503,85,64
5504,Student_5504,85,70
5505,Student_5505,82,63
5506,Student_5506,99,87
5507,Student_5507,95,94
5508,Student_5508,73,58
5509,Student_5509,97,62
5510,Student_5510,91,94
5511,Student_5511,86,99
5512,Student_5512,68,57
5513,Student_5513,62,92
5514,Student_5514,51,70
5515,Student_5515,100,67
5516,Student_5516,50,85
5517,Student_5517,97,61
5518,Student_5518,52,70
5519,Student_5519,59,97
5520,Student_5520,62,69
5521,Student_5521,83,57
5522,Student_5522,94,76
5523,Student_5523,99,91
5524,Student_5524,93,66
5525,Student_5525,100,100
5526,Student_5526,81,75
5527,Student_5527,96,96
5528,Student_5528,90,70
5529,Student_5529,64,75
5530,Student_5530,62,68
5531,Student_5531,85,85
5532,Student_5532,73,51
5533,Student_5533,88,74
5534,Student_5534,96,98
5535,Student_5535,66,63
5536,Student_5536,52,89
5537,Student_5537,91,74
5538,Student_5538,77,89
5539,Student_5539,90,67
5540,Student_5540,56,60
5541,Student_5541,73,87
5542,Student_5542,77,95
5543,Student_5543,79,84
5544,Student_5544,58,85
5545,Student_5545,60,78
5546,Student_5546,51,68
5547,Student_5547,63,97
5548,Student_5548,89,50
5549,Student_5549,57,57
5550,Student_5550,83,97
5551,Student_5551,77,50
5552,Student_5552,63,82
5553,Student_5553,67,84
5554,Student_5554,67,68
5555,Student_5555,69,64
5556,Student_5556,88,73
5557,Student_5557,90,66
5558,Student_5558,84,64
5559,Student_5559,94,64
5560,Student_5560,75,93
5561,Student_5561,87,100
5562,Student_5562,75,96
5563,Student_5563,67,90
5564,Student_5564,71,55
5565,Student_5565,99,83
5566,Student_5566,70,62
5567,Student_5567,84,89
5568,Student_5568,89,93
5569,Student_5569,76,56
5570,Student_5570,65,67
5571,Student_5571,97,80
5572,Student_5572,95,63
5573,Student_5573,73,64
5574,Student_5574,69,53
5575,Student_5575,95,86
5576,Student_5576,95,86
5577,Student_5577,86,67
5578,Student_5578,53,82
5579,Student_5579,84,94
5580,Student_5580,91,94
5581,Student_5581,62,57
5582,Student_5582,51,75
5583,Student_5583,58,90
5584,Student_5584,50,91
5585,Student_5585,55,81
5586,Student_5586,71,99
5587,Student_5587,92,87
5588,Student_5588,91,70
5589,Student_5589,81,55
5590,Student_5590,52,93
5591,Student_5591,100,69
5592,Student_5592,69,95
5593,Student_5593,65,78
5594,Student_5594,94,96
5595,Student_5595,65,77
5596,Student_5596,71,69
5597,Student_5597,55,89
5598,Student_5598,73,61
5599,Student_5599,68,54
5600,Student_5600,87,100
5601,Student_5601,81,56
5602,Student_5602,80,71
5603,Student_5603,80,70
5604,Student_5604,76,77
5605,Student_5605,75,93
5606,Student_5606,68,89
5607,Student_5607,76,100
5608,Student_5608,62,100
5609,Student_5609,53,92
5610,Student_5610,82,62
5611,Student_5611,56,90
5612,Student_5612,76,55
5613,Student_5613,70,57
5614,Student_5614,68,54
5615,Student_5615,78,80
5616,Student_5616,92,55
5617,Student_5617,97,82
5618,Student_5618,94,73
5619,Student_5619,66,81
5620,Student_5620,63,96
5621,Student_5621,57,55
5622,Student_5622,82,96
5623,Student_5623,92,72
5624,Student_5624,50,94
5625,Student_5625,59,64
5626,Student_5626,97,85
5627,Student_5627,59,56
5628,Student_5628,63,76
5629,Student_5629,57,51
5630,Student_5630,97,65
5631,Student_5631,66,95
5632,Student_5632,73,85
5633,Student_5633,67,73
5634,Student_5634,100,51
5635,Student_5635,87,88
5636,Student_5636,79,57
5637,Student_5637,57,68
5638,Student_5638,66,51
5639,Student_5639,84,85
5640,Student_5640,99,100
5641,Student_5641,95,58
5642,Student_5642,51,98
5643,Student_5643,53,66
5644,Student_5644,57,73
5645,Student_5645,56,64
5646,Student_5646,79,100
5647,Student_5647,73,98
5648,Student_5648,55,77
5649,Student_5649,87,61
5650,Student_5650,84,57
5651,Student_5651,90,55
5652,Student_5652,73,96
5653,Student_5653,89,79
5654,Student_5654,58,69
5655,Student_5655,85,78
5656,Student_5656,51,55
5657,Student_5657,53,73
5658,Student_5658,50,93
5659,Student_5659,91,84
5660,Student_5660,90,68
5661,Student_5661,83,54
5662,Student_5662,59,73
5663,Student_5663,65,89
5664,Student_5664,57,60
5665,Student_5665,92,85
5666,Student_5666,78,81
5667,Student_5667,52,81
5668,Student_5668,91,83
5669,Student_5669,64,99
5670,Student_5670,50,68
5671,Student_5671,57,84
5672,Student_5672,89,62
5673,Student_5673,76,85
5674,Student_5674,90,57
5675,Student_5675,90,65
5676,Student_5676,58,56
5677,Student_5677,96,80
5678,Student_5678,71,94
5679,Student_5679,80,71
5680,Student_5680,62,91
5681,Student_5681,91,62
5682,Student_5682,99,51
5683,Student_5683,67,76
5684,Student_5684,91,84
5685,Student_5685,97,58
5686,Student_5686,86,88
5687,Student_5687,95,85
5688,Student_5688,70,83
5689,Student_5689,99,91
5690,Student_5690,75,79
5691,Student_5691,69,88
5692,Student_5692,86,82
5693,Student_5693,95,97
5694,Student_5694,65,77
5695,Student_5695,55,57
5696,Student_5696,58,92
5697,Student_5697,75,71
5698,Student_5698,77,52
5699,Student_5699,72,63
5700,Student_5700,50,92
5701,Student_5701,57,59
5702,Student_5702,66,93
5703,Student_5703,59,68
5704,Student_5704,65,72
5705,Student_5705,72,70
5706,Student_5706,89,53
5707,Student_5707,84,80
5708,Student_5708,93,97
5709,Student_5709,70,84
5710,Student_5710,64,97
5711,Student_5711,99,57
5712,Student_5712,50,94
5713,Student_5713,59,87
5714,Student_5714,73,72
5715,Student_5715,88,85
5716,Student_5716,68,76
5717,Student_5717,85,77
5718,Student_5718,73,63
5719,Student_5719,91,87
5720,Student_5720,81,84
5721,Student_5721,97,60
5722,Student_5722,72,79
5723,Student_5723,66,82
5724,Student_5724,59,87
5725,Student_5725,94,66
5726,Student_5726,72,87
5727,Student_5727,77,93
5728,Student_5728,53,92
5729,Student_5729,76,82
5730,Student_5730,71,95
5731,Student_5731,82,98
5732,Student_5732,99,87
5733,Student_5733,67,80
5734,Student_5734,50,73
5735,Student_5735,85,70
5736,Student_5736,97,65
5737,Student_5737,52,96
5738,Student_5738,79,87
5739,Student_5739,89,75
5740,Student_5740,73,74
5741,Student_5741,88,99
5742,Student_5742,54,53
5743,Student_5743,77,90
5744,Student_5744,88,85
5745,Student_5745,95,99
5746,Student_5746,80,56
5747,Student_5747,69,54
5748,Student_5748,75,80
5749,Student_5749,89,64
5750,Student_5750,66,84
5751,Student_5751,52,71
5752,Student_5752,83,76
5753,Student_5753,53,57
5754,Student_5754,59,93
5755,Student_5755,83,78
5756,Student_5756,54,86
5757,Student_5757,76,58
5758,Student_5758,89,55
5759,Student_5759,56,52
5760,Student_5760,89,60
5761,Student_5761,55,92
5762,Student_5762,100,88
5763,Student_5763,89,55
5764,Student_5764,59,75
5765,Student_5765,73,54
5766,Student_5766,78,57
5767,Student_5767,73,58
5768,Student_5768,90,53
5769,Student_5769,51,56
5770,Student_5770,80,99
5771,Student_5771,82,52
5772,Student_5772,86,69
5773,Student_5773,51,54
5774,Student_5774,55,65
5775,Student_5775,75,83
5776,Student_5776,84,91
5777,Student_5777,86,51
5778,Student_5778,96,57
5779,Student_5779,63,56
5780,Student_5780,72,96
5781,Student_5781,90,94
5782,Student_5782,93,73
5783,Student_5783,88,98
5784,Student_5784,83,94
5785,Student_5785,86,80
5786,Student_5786,65,65
5787,Student_5787,54,75
5788,Student_5788,82,99
5789,Student_5789,83,84
5790,Student_5790,89,62
5791,Student_5791,59,53
5792,Student_5792,52,92
5793,Student_5793,56,93
5794,Student_5794,63,55
5795,Student_5795,50,90
5796,Student_5796,87,80
5797,Student_5797,79,57
5798,Student_5798,94,75
5799,Student_5799,93,79
5800,Student_5800,56,56
5801,Student_5801,70,66
5802,Student_5802,71,59
5803,Student_5803,82,61
5804,Student_5804,99,68
5805,Student_5805,64,78
5806,Student_5806,100,59
5807,Student_5807,96,90
5808,Student_5808,66,60
5809,Student_5809,53,77
5810,Student_5810,62,83
5811,Student_5811,52,75
5812,Student_5812,97,83
5813,Student_5813,77,97
5814,Student_5814,57,90
5815,Student_5815,73,60
5816,Student_5816,61,54
5817,Student_5817,89,80
5818,Student_5818,64,89
5819,Student_5819,98,84
5820,Student_5820,89,88
5821,Student_5821,59,93
5822,Student_5822,90,77
5823,Student_5823,75,73
5824,Student_5824,70,57
5825,Student_5825,99,88
5826,Student_5826,52,86
5827,Student_5827,54,50
5828,Student_5828,50,72
5829,Student_5829,84,89
5830,Student_5830,94,53
5831,Student_5831,70,54
5832,Student_5832,56,100
5833,Student_5833,58,95
5834,Student_5834,91,55
5835,Student_5835,76,51
5836,Student_5836,51,72
5837,Student_5837,75,79
5838,Student_5838,73,99
5839,Student_5839,87,98
5840,Student_5840,78,53
5841,Student_5841,61,83
5842,Student_5842,85,57
5843,Student_5843,72,83
5844,Student_5844,99,63
5845,Student_5845,56,83
5846,Student_5846,60,95
5847,Student_5847,67,86
5848,Student_5848,94,77
5849,Student_5849,63,97
5850,Student_5850,82,70
5851,Student_5851,82,88
5852,Student_5852,88,76
5853,Student_5853,72,56
5854,Student_5854,53,80
5855,Student_5855,51,74
5856,Student_5856,73,76
5857,Student_5857,50,91
5858,Student_5858,58,71
5859,Student_5859,55,62
5860,Student_5860,56,82
5861,Student_5861,77,86
5862,Student_5862,67,73
5863,Student_5863,68,93
5864,Student_5864,68,61
5865,Student_5865,68,77
5866,Student_5866,77,70
5867,Student_5867,100,99
5868,Student_5868,65,80
5869,Student_5869,67,76
5870,Student_5870,56,81
5871,Student_5871,77,77
5872,Student_5872,94,90
5873,Student_5873,54,68
5874,Student_5874,80,92
5875,Student_5875,60,61
5876,Student_5876,92,57
5877,Student_5877,53,69
5878,Student_5878,57,57
5879,Student_5879,58,62
5880,Student_5880,68,54
5881,Student_5881,96,65
5882,Student_5882,53,90
5883,Student_5883,72,70
5884,Student_5884,73,74
5885,Student_5885,99,86
5886,Student_5886,79,54
5887,Student_5887,83,81
5888,Student_5888,67,83
5889,Student_5889,56,79
5890,Student_5890,52,65
5891,Student_5891,67,93
5892,Student_5892,93,99
5893,Student_5893,62,76
5894,Student_5894,52,80
5895,Student_5895,81,69
5896,Student_5896,89,53
5897,Student_5897,81,97
5898,Student_5898,56,88
5899,Student_5899,92,67
5900,Student_5900,81,92
5901,Student_5901,92,80
5902,Student_5902,91,69
5903,Student_5903,78,80
5904,Student_5904,63,62
5905,Student_5905,52,66
5906,Student_5906,80,68
5907,Student_5907,99,97
5908,Student_5908,83,92
5909,Student_5909,50,91
5910,Student_5910,100,85
5911,Student_5911,98,98
5912,Student_5912,50,51
5913,Student_5913,82,58
5914,Student_5914,87,68
5915,Student_5915,98,61
5916,Student_5916,63,75
5917,Student_5917,60,85
5918,Student_5918,84,96
5919,Student_5919,98,86
5920,Student_5920,72,53
5921,Student_5921,68,94
5922,Student_5922,60,50
5923,Student_5923,62,94
5924,Student_5924,60,75
5925,Student_5925,98,93
5926,Student_5926,98,93
5927,Student_5927,73,60
5928,Student_5928,99,70
5929,Student_5929,90,96
5930,Student_5930,52,73
5931,Student_5931,94,90
5932,Student_5932,99,75
5933,Student_5933,65,83
5934,Student_5934,93,57
5935,Student_5935,62,55
5936,Student_5936,56,82
5937,Student_5937,64,76
5938,Student_5938,99,90
5939,Student_5939,95,72
5940,Student_5940,98,56
5941,Student_5941,73,95
5942,Student_5942,92,71
5943,Student_5943,52,85
5944,Student_5944,64,81
5945,Student_5945,59,52
5946,Student_5946,79,61
5947,Student_5947,98,91
5948,Student_5948,73,82
5949,Student_5949,95,94
5950,Student_5950,79,61
5951,Student_5951,86,98
5952,Student_5952,77,83
5953,Student_5953,93,56
5954,Student_5954,76,72
5955,Student_5955,69,77
5956,Student_5956,84,100
5957,Student_5957,93,93
5958,Student_5958,87,76
5959,Student_5959,75,74
5960,Student_5960,53,61
5961,Student_5961,73,59
5962,Student_5962,94,72
5963,Student_5963,82,85
5964,Student_5964,99,92
5965,Student_5965,75,87
5966,Student_5966,70,72
5967,Student_5967,87,75
5968,Student_5968,100,98
5969,Student_5969,54,53
5970,Student_5970,69,63
5971,Student_5971,75,78
5972,Student_5972,72,50
5973,Student_5973,92,62
5974,Student_5974,95,96
5975,Student_5975,92,86
5976,Student_5976,83,91
5977,Student_5977,77,59
5978,Student_5978,96,99
5979,Student_5979,93,73
5980,Student_5980,86,93
5981,Student_5981,68,83
5982,Student_5982,94,52
5983,Student_5983,88,98
5984,Student_5984,61,75
5985,Student_5985,80,88
5986,Student_5986,66,91
5987,Student_5987,60,71
5988,Student_5988,62,70
5989,Student_5989,69,58
5990,Student_5990,93,95
5991,Student_5991,51,74
5992,Student_5992,74,76
5993,Student_5993,72,57
5994,Student_5994,68,61
5995,Student_5995,78,69
5996,Student_5996,50,91
5997,Student_5997,85,71
5998,Student_5998,85,81
5999,Student_5999,61,87
6000,Student_6000,81,51
6001,Student_6001,53,50
6002,Student_6002,98,57
6003,Student_6003,99,77
6004,Student_6004,55,80
6005,Student_6005,85,70
6006,Student_6006,72,52
6007,Student_6007,65,58
6008,Student_6008,96,55
6009,Student_6009,70,61
6010,Student_6010,55,82
6011,Student_6011,73,93
6012,Student_6012,82,74
6013,Student_6013,82,96
6014,Student_6014,59,74
6015,Student_6015,71,53
6016,Student_6016,77,72
6017,Student_6017,50,64
6018,Student_6018,100,51
6019,Student_6019,61,89
6020,Student_6020,74,65
6021,Student_6021,83,58
6022,Student_6022,96,69
6023,Student_6023,62,55
6024,Student_6024,69,55
6025,Student_6025,93,55
6026,Student_6026,59,52
6027,Student_6027,63,96
6028,Student_6028,80,89
6029,Student_6029,83,60
6030,Student_6030,67,50
6031,Student_6031,64,76
6032,Student_6032,68,92
6033,Student_6033,78,91
6034,Student_6034,89,79
6035,Student_6035,69,71
6036,Student_6036,83,88
6037,Student_6037,94,55
6038,Student_6038,71,86
6039,Student_6039,58,99
6040,Student_6040,81,66
6041,Student_6041,89,80
6042,Student_6042,66,55
6043,Student_6043,88,79
6044,Student_6044,96,76
6045,Student_6045,95,71
6046,Student_6046,93,90
6047,Student_6047,72,73
6048,Student_6048,86,67
6049,Student_6049,64,58
6050,Student_6050,78,55
6051,Student_6051,51,74
6052,Student_6052,78,63
6053,Student_6053,91,51
6054,Student_6054,82,99
6055,Student_6055,52,64
6056,Student_6056,77,90
6057,Student_6057,61,87
6058,Student_6058,59,95
6059,Student_6059,86,100
6060,Student_6060,53,53
6061,Student_6061,98,88
6062,Student_6062,61,64
6063,Student_6063,98,66
6064,Student_6064,95,91
6065,Student_6065,85,100
6066,Student_6066,67,68
6067,Student_6067,74,92
6068,Student_6068,68,54
6069,Student_6069,62,97
6070,Student_6070,64,98
6071,Student_6071,61,82
6072,Student_6072,87,98
6073,Student_6073,78,68
6074,Student_6074,65,88
6075,Student_6075,82,50
6076,Student_6076,61,65
6077,Student_6077,60,95
6078,Student_6078,95,69
6079,Student_6079,72,87
6080,Student_6080,55,65
6081,Student_6081,85,95
6082,Student_6082,68,57
6083,Student_6083,67,89
6084,Student_6084,74,93
6085,Student_6085,59,73
6086,Student_6086,71,56
6087,Student_6087,55,81
6088,Student_6088,88,93
6089,Student_6089,77,83
6090,Student_6090,64,54
6091,Student_6091,61,57
6092,Student_6092,84,83
6093,Student_6093,97,90
6094,Student_6094,95,100
6095,Student_6095,92,99
6096,Student_6096,60,79
6097,Student_6097,80,60
6098,Student_6098,64,74
6099,Student_6099,68,95
6100,Student_6100,61,91
6101,Student_6101,63,50
6102,Student_6102,79,62
6103,Student_6103,66,93
6104,Student_6104,52,98
6105,Student_6105,94,66
6106,Student_6106,59,73
6107,Student_6107,57,91
6108,Student_6108,55,95
6109,Student_6109,77,51
6110,Student_6110,59,57
6111,Student_6111,86,63
6112,Student_6112,70,60
6113,Student_6113,57,55
6114,Student_6114,96,60
6115,Student_6115,94,75
6116,Student_6116,72,96
6117,Student_6117,55,87
6118,Student_6118,93,65
6119,Student_6119,50,54
6120,Student_6120,71,55
6121,Student_6121,66,71
6122,Student_6122,67,75
6123,Student_6123,54,91
6124,Student_6124,94,51
6125,Student_6125,80,74
6126,Student_6126,81,55
6127,Student_6127,58,97
6128,Student_6128,59,89
6129,Student_6129,55,80
6130,Student_6130,61,78
6131,Student_6131,82,72
6132,Student_6132,100,50
6133,Student_6133,52,62
6134,Student_6134,73,67
6135,Student_6135,52,60
6136,Student_6136,57,68
6137,Student_6137,57,84
6138,Student_6138,85,52
6139,Student_6139,66,64
6140,Student_6140,80,100
6141,Student_6141,86,88
6142,Student_6142,74,92
6143,Student_6143,95,69
6144,Student_6144,84,88
6145,Student_6145,60,100
6146,Student_6146,54,57
6147,Student_6147,83,87
6148,Student_6148,97,92
6149,Student_6149,77,67
6150,Student_6150,65,61
6151,Student_6151,92,93
6152,Student_6152,72,78
6153,Student_6153,91,61
6154,Student_6154,52,76
6155,Student_6155,87,54
6156,Student_6156,100,59
6157,Student_6157,72,98
6158,Student_6158,86,80
6159,Student_6159,75,99
6160,Student_6160,89,90
6161,Student_6161,95,64
6162,Student_6162,93,85
6163,Student_6163,67,59
6164,Student_6164,56,86
6165,Student_6165,75,71
6166,Student_6166,53,100
6167,Student_6167,68,91
6168,Student_6168,55,60
6169,Student_6169,61,76
6170,Student_6170,60,75
6171,Student_6171,87,80
6172,Student_6172,64,86
6173,Student_6173,84,52
6174,Student_6174,74,88
6175,Student_6175,83,82
6176,Student_6176,54,55
6177,Student_6177,90,95
6178,Student_6178,70,71
6179,Student_6179,74,93
6180,Student_6180,96,96
6181,Student_6181,71,68
6182,Student_6182,78,82
6183,Student_6183,84,74
6184,Student_6184,77,79
6185,Student_6185,88,85
6186,Student_6186,78,89
6187,Student_6187,75,67
6188,Student_6188,60,63
6189,Student_6189,85,71
6190,Student_6190,74,58
6191,Student_6191,58,52
6192,Student_6192,90,56
6193,Student_6193,98,98
6194,Student_6194,75,78
6195,Student_6195,63,81
6196,Student_6196,70,84
6197,Student_6197,94,58
6198,Student_6198,79,64
6199,Student_6199,84,56
6200,Student_6200,74,100
6201,Student_6201,81,96
6202,Student_6202,67,58
6203,Student_6203,55,71
6204,Student_6204,54,73
6205,Student_6205,98,57
6206,Student_6206,75,55
6207,Student_6207,83,92
6208,Student_6208,99,85
6209,Student_6209,98,82
6210,Student_6210,78,76
6211,Student_6211,53,59
6212,Student_6212,58,71
6213,Student_6213,85,80
6214,Student_6214,93,91
6215,Student_6215,84,77
6216,Student_6216,67,78
6217,Student_6217,80,93
6218,Student_6218,72,85
6219,Student_6219,60,59
6220,Student_6220,89,96
6221,Student_6221,91,91
6222,Student_6222,57,100
6223,Student_6223,89,98
6224,Student_6224,74,52
6225,Student_6225,86,88
6226,Student_6226,84,62
6227,Student_6227,97,85
6228,Student_6228,81,95
6229,Student_6229,85,65
6230,Student_6230,94,70
6231,Student_6231,78,52
6232,Student_6232,82,95
6233,Student_6233,72,60
6234,Student_6234,94,62
6235,Student_6235,78,70
6236,Student_6236,93,65
6237,Student_6237,67,72
6238,Student_6238,64,91
6239,Student_6239,92,58
6240,Student_6240,98,60
6241,Student_6241,99,69
6242,Student_6242,99,94
6243,Student_6243,68,53
6244,Student_6244,60,82
6245,Student_6245,94,74
6246,Student_6246,73,78
6247,Student_6247,76,81
6248,Student_6248,68,61
6249,Student_6249,56,55
6250,Student_6250,92,91
6251,Student_6251,50,87
6252,Student_6252,98,95
6253,Student_6253,94,62
6254,Student_6254,97,87
6255,Student_6255,66,53
6256,Student_6256,50,68
6257,Student_6257,56,70
6258,Student_6258,72,72
6259,Student_6259,75,78
6260,Student_6260,75,58
6261,Student_6261,73,68
6262,Student_6262,94,51
6263,Student_6263,65,96
6264,Student_6264,59,74
6265,Student_6265,88,65
6266,Student_6266,54,57
6267,Student_6267,55,54
6268,Student_6268,98,90
6269,Student_6269,100,83
6270,Student_6270,52,59
6271,Student_6271,96,88
6272,Student_6272,54,67
6273,Student_6273,93,68
6274,Student_6274,61,89
6275,Student_6275,58,67
6276,Student_6276,65,93
6277,Student_6277,62,59
6278,Student_6278,73,78
6279,Student_6279,59,54
6280,Student_6280,74,60
6281,Student_6281,97,79
6282,Student_6282,51,81
6283,Student_6283,57,59
6284,Student_6284,85,56
6285,Student_6285,89,97
6286,Student_6286,88,76
6287,Student_6287,63,80
6288,Student_6288,90,74
6289,Student_6289,93,96
6290,Student_6290,93,66
6291,Student_6291,84,57
6292,Student_6292,52,71
6293,Student_6293,59,50
6294,Student_6294,51,73
6295,Student_6295,61,69
6296,Student_6296,68,69
6297,Student_6297,66,70
6298,Student_6298,63,65
6299,Student_6299,65,62
6300,Student_6300,79,58
6301,Student_6301,52,74
6302,Student_6302,97,85
6303,Student_6303,63,70
6304,Student_6304,65,67
6305,Student_6305,54,77
6306,Student_6306,77,71
6307,Student_6307,60,77
6308,Student_6308,89,93
6309,Student_6309,87,75
6310,Student_6310,66,88
6311,Student_6311,82,80
6312,Student_6312,70,95
6313,Student_6313,54,95
6314,Student_6314,88,70
6315,Student_6315,51,64
6316,Student_6316,67,68
6317,Student_6317,81,93
6318,Student_6318,85,56
6319,Student_6319,56,58
6320,Student_6320,90,95
6321,Student_6321,73,94
6322,Student_6322,99,86
6323,Student_6323,99,79
6324,Student_6324,73,67
6325,Student_6325,96,81
6326,Student_6326,80,78
6327,Student_6327,52,60
6328,Student_6328,98,61
6329,Student_6329,85,78
6330,Student_6330,66,82
6331,Student_6331,69,93
6332,Student_6332,59,83
6333,Student_6333,54,56
6334,Student_6334,88,57
6335,Student_6335,56,63
6336,Student_6336,52,84
6337,Student_6337,51,58
6338,Student_6338,74,84
6339,Student_6339,91,59
6340,Student_6340,69,60
6341,Student_6341,91,91
6342,Student_6342,68,61
6343,Student_6343,81,90
6344,Student_6344,86,88
6345,Student_6345,76,99
6346,Student_6346,92,91
6347,Student_6347,98,70
6348,Student_6348,91,52
6349,Student_6349,66,77
6350,Student_6350,94,76
6351,Student_6351,71,98
6352,Student_6352,66,96
6353,Student_6353,85,75
6354,Student_6354,61,90
6355,Student_6355,74,96
6356,Student_6356,54,78
6357,Student_6357,63,84
6358,Student_6358,88,60
6359,Student_6359,100,75
6360,Student_6360,75,70
6361,Student_6361,85,80
6362,Student_6362,74,100
6363,Student_6363,62,57
6364,Student_6364,87,73
6365,Student_6365,71,63
6366,Student_6366,74,94
6367,Student_6367,77,89
6368,Student_6368,91,90
6369,Student_6369,79,86
6370,Student_6370,81,99
6371,Student_6371,84,50
6372,Student_6372,75,80
6373,Student_6373,87,65
6374,Student_6374,96,75
6375,Student_6375,90,81
6376,Student_6376,82,65
6377,Student_6377,64,92
6378,Student_6378,88,67
6379,Student_6379,85,74
6380,Student_6380,65,71
6381,Student_6381,63,68
6382,Student_6382,91,75
6383,Student_6383,75,66
6384,Student_6384,99,68
6385,Student_6385,65,94
6386,Student_6386,61,86
6387,Student_6387,90,63
6388,Student_6388,90,74
6389,Student_6389,62,94
6390,Student_6390,74,63
6391,Student_6391,89,76
6392,Student_6392,57,92
6393,Student_6393,70,56
6394,Student_6394,98,98
6395,Student_6395,84,93
6396,Student_6396,53,96
6397,Student_6397,95,73
6398,Student_6398,83,75
6399,Student_6399,99,58
6400,Student_6400,98,73
6401,Student_6401,75,72
6402,Student_6402,79,76
6403,Student_6403,82,79
6404,Student_6404,74,55
6405,Student_6405,76,93
6406,Student_6406,69,61
6407,Student_6407,99,99
6408,Student_6408,54,73
6409,Student_6409,95,88
6410,Student_6410,94,85
6411,Student_6411,55,74
6412,Student_6412,98,68
6413,Student_6413,53,80
6414,Student_6414,69,87
6415,Student_6415,97,73
6416,Student_6416,55,59
6417,Student_6417,51,85
6418,Student_6418,72,98
6419,Student_6419,59,60
6420,Student_6420,70,95
6421,Student_6421,90,69
6422,Student_6422,68,85
6423,Student_6423,90,91
6424,Student_6424,69,58
6425,Student_6425,56,97
6426,Student_6426,83,51
6427,Student_6427,61,52
6428,Student_6428,53,91
6429,Student_6429,81,97
6430,Student_6430,76,67
6431,Student_6431,62,83
6432,Student_6432,58,62
6433,Student_6433,93,76
6434,Student_6434,93,77
6435,Student_6435,59,67
6436,Student_6436,50,84
6437,Student_6437,77,98
6438,Student_6438,89,79
6439,Student_6439,74,100
6440,Student_6440,73,69
6441,Student_6441,83,85
6442,Student_6442,76,56
6443,Student_6443,85,64
6444,Student_6444,70,75
6445,Student_6445,88,81
6446,Student_6446,77,61
6447,Student_6447,78,97
6448,Student_6448,91,52
6449,Student_6449,64,75
6450,Student_6450,65,79
6451,Student_6451,50,64
6452,Student_6452,86,56
6453,Student_6453,56,52
6454,Student_6454,99,71
6455,Student_6455,62,61
6456,Student_6456,57,74
6457,Student_6457,79,60
6458,Student_6458,99,79
6459,Student_6459,94,59
6460,Student_6460,76,70
6461,Student_6461,98,57
6462,Student_6462,71,73
6463,Student_6463,68,74
6464,Student_6464,56,83
6465,Student_6465,79,80
6466,Student_6466,55,96
6467,Student_6467,57,53
6468,Student_6468,92,71
6469,Student_6469,52,66
6470,Student_6470,64,92
6471,Student_6471,78,62
6472,Student_6472,92,98
6473,Student_6473,54,96
6474,Student_6474,69,82
6475,Student_6475,72,70
6476,Student_6476,82,83
6477,Student_6477,58,68
6478,Student_6478,55,83
6479,Student_6479,77,60
6480,Student_6480,83,50
6481,Student_6481,50,80
6482,Student_6482,91,86
6483,Student_6483,92,99
6484,Student_6484,64,84
6485,Student_6485,89,94
6486,Student_6486,89,88
6487,Student_6487,60,68
6488,Student_6488,50,80
6489,Student_6489,73,66
6490,Student_6490,73,56
6491,Student_6491,61,54
